MANDT;ID;NAME;FORM;STREET;POSTBOX;POSTCODE;CITY;COUNTRY;REGION;TELEPHONE;CUSTTYPE;DISCOUNT;LANGU;EMAIL;WEBUSER
100;00002009;James Sommer;Herr;222 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;005;E;James_Sommer@SanFrancisco.net;
100;00002010;Thomas Heller;Mr.;56 Lake Shore Drive;;60657;Chicago;US; IL;312 781 8000;P;010;E;Thomas_Heller@Chicago.net;
100;00002011;Illya Sudhoff;Herr;Im Warmet 103;;69231;Rauenberg;DE;;0800 700707;P;015;D;Illya_Sudhoff@Rauenberg.net;
100;00002012;Hendrik Marshall;Herr;Auf dem Huegel 7;;75757;Elsenz;DE;;07272 757575;P;000;D;Hendrik_Marshall@Elsenz.net;
100;00002013;Johann Koller;Herr;Ausfallstr. 18;;11111;Berlin;DE;;030 72545675;P;005;D;Johann_Koller@Berlin.net;
100;00002014;Sophie Vrsic;Frau;Mutterstadter Str. 258;;67105;Schifferstadt;DE;;0049 6235 93317;P;010;D;Sophie_Vrsic@Schifferstadt.net;
100;00002015;Marta Delon;Sra.;26 Camelias;;08014;Barcelona;ES;;932374423;P;015;S;Marta_Delon@Barcelona.net;
100;00002016;Amelie Columbo;Frau;Froschstr. 29;;68753;Amelie;DE;;07254 953350;P;000;D;Amelie_Columbo@Amelie.net;
100;00002017;Ruth Rahn;Frau;Melissenstr. 32;;41466;Neuss;DE;;02131 465750;P;005;D;Ruth_Rahn@Neuss.net;
100;00002018;Allen Hansmann;Mr.;38 Sagamore St.;;17758;N. Massapequa;US;;201-692-8128;P;005;E;Allen_Hansmann@N.Massapequa.net;
100;00002019;Guenther Matthaeus;Herr;Jacobistrasse 154;;79104;Freiburg;DE;;0761 475633;P;010;D;Guenther_Matthaeus@Freiburg.net;
100;00002020;Dominik Heller;Herr;Albert-Schweitzer-Str. 150;;75305;Neuenburg;DE;;07082/8950;P;015;D;Dominik_Heller@Neuenburg.net;
100;00002021;Florian Schneider;Herr;Gruenlingweg 60;;69180;Wiesloch;DE;;06222 12345;P;000;D;Florian_Schneider@Wiesloch.net;
100;00002022;Astrid Lautenbach;Frau;Karl-Schwaner-Str. 81;;68219;Mannheim;DE;;0621 801740;P;005;D;Astrid_Lautenbach@Mannheim.net;
100;00002023;Anna D´Oultrement;Frau;Lerchenstr. 48;;86343;Koenigsbrunn;DE;;08912 44376;P;010;D;Anna_D´Oultrement@Koenigsbrunn.net;
100;00002024;Christoph D´Oultrement;Mr;194 Federal Avenue;;17844;Washington;US;;221 784 4478;P;015;E;Christoph_D´Oultrement@Washington.net;
100;00002025;Thilo Delon;Herr;Zwischergasse 19;;23496;Dielheim;DE;;1234 5678900386;P;000;D;Thilo_Delon@Dielheim.net;
100;00002026;James Gahl;Herr;88 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;005;E;James_Gahl@SanFrancisco.net;
100;00002027;Peter Hansmann;Herr;Karl-Marx-Allee 246;;16233;Potsdam;DE;;03224 78655;P;010;D;Peter_Hansmann@Potsdam.net;
100;00002028;Sophie Miguel;Frau;Mutterstadter Str. 216;;67105;Schifferstadt;DE;;0049 6235 93317;P;015;D;Sophie_Miguel@Schifferstadt.net;
100;00002029;Simon Koslowski;M;rue de Moillebeau 242;;1211;Genève;CH;;+41 22 730 4003;P;000;F;Simon_Koslowski@Genève.net;
100;00002030;Mathilde Vrsic;Frau;Erlengrund 114;;68789;St. Leon-Rot;DE;;06227 13813;P;005;D;Mathilde_Vrsic@St.Leon-Rot.net;
100;00002031;Cindy Heller;Mrs;223 Windstone Drive;;76018;Arlington;US;TX;817 472 1902;P;010;E;Cindy_Heller@Arlington.net;
100;00002032;Allen Kramer;Mr.;264 Sagamore St.;;17758;N. Massapequa;US;;201-692-8128;P;015;E;Allen_Kramer@N.Massapequa.net;
100;00002033;Christoph Benz;Mr;9 Federal Avenue;;17844;Washington;US;;221 784 4478;P;000;E;Christoph_Benz@Washington.net;
100;00002034;Mathilde Sessler;Frau;Erlengrund 94;;68789;St. Leon-Rot;DE;;06227 13813;P;005;D;Mathilde_Sessler@St.Leon-Rot.net;
100;00002035;Sophie Wohl;Frau;Mutterstadter Str. 100;;67105;Schifferstadt;DE;;0049 6235 93317;P;010;D;Sophie_Wohl@Schifferstadt.net;
100;00002036;Ulla Pratt;Frau;Gruenlingweg 5;;69180;Wiesloch;DE;;06222 12345;P;015;D;Ulla_Pratt@Wiesloch.net;
100;00002037;Benjamin Legrand;Mr;132 Voodoo Avenue;;63728;New Orleans;US;;+1 552 48959 68876;P;000;E;Benjamin_Legrand@NewOrleans.net;
100;00002038;James Pan;Herr;107 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;005;E;James_Pan@SanFrancisco.net;
100;00002039;Juan Rahn;Sr.;210 Fuenlabrada;;28017;Madrid;ES;;914782397;P;010;S;Juan_Rahn@Madrid.net;
100;00002040;Hendrik Columbo;Herr;Auf dem Huegel 160;;75757;Elsenz;DE;;07272 757575;P;015;D;Hendrik_Columbo@Elsenz.net;
100;00002041;Lee Mechler;Mr.;161 17th St.;;09765;Boulder;US;;516-865-1547;P;000;E;Lee_Mechler@Boulder.net;
100;00002042;Ruth Cesari;Frau;Melissenstr. 276;;41466;Neuss;DE;;02131 465750;P;005;D;Ruth_Cesari@Neuss.net;
100;00002043;Georg Vrsic;Herr;Caspar-David-Friedrich-Str. 42;;69190;Walldorf;DE;;06227/57188;P;010;D;Georg_Vrsic@Walldorf.net;
100;00002044;Matthias Henry;Herr;Gartenstr. 252;;69123;Heidelberg;DE;;07254 6442;P;015;D;Matthias_Henry@Heidelberg.net;
100;00002045;Guenther Detemple;Herr;Jacobistrasse 196;;79104;Freiburg;DE;;0761 475633;P;000;D;Guenther_Detemple@Freiburg.net;
100;00002046;Fabio Pratt;Mr.;Via Giulio Cesare 86;;00195;Roma;IT;;3452738785;P;005;I;Fabio_Pratt@Roma.net;
100;00002047;August Simonen;Herr;Alte Reichsstr. 234;;66464;Homburg;DE;;06841 53232;P;010;D;August_Simonen@Homburg.net;
100;00002048;Johann Cesari;Herr;Ausfallstr. 13;;11111;Berlin;DE;;030 72545675;P;015;D;Johann_Cesari@Berlin.net;
100;00002049;Simon Babilon;M;rue de Moillebeau 127;;1211;Genève;CH;;+41 22 730 4003;P;000;F;Simon_Babilon@Genève.net;
100;00002050;Simon Leisert;M;rue de Moillebeau 173;;1211;Genève;CH;;+41 22 730 4003;P;005;F;Simon_Leisert@Genève.net;
100;00002051;Matthias Zimmermann;Herr;Gartenstr. 51;;69123;Heidelberg;DE;;07254 6442;P;010;D;Matthias_Zimmermann@Heidelberg.net;
100;00002052;Annemarie Jacqmain;Frau;Stauboernchenstrasse 33;;67663;Kaiserslautern;DE;RHP;0631 2052399;P;015;D;Annemarie_Jacqmain@Kaiserslautern.net;
100;00002053;Irene Barth;Frau;Akazienweg 261;;27299;Langwedel;DE;;04232 16212;P;000;D;Irene_Barth@Langwedel.net;
100;00002054;Anna Goelke;Frau;N7, 204;;68161;Mannheim;DE;;0621/25871;P;005;D;Anna_Goelke@Mannheim.net;
100;00002055;Guenther Buehler;Herr;Jacobistrasse 136;;79104;Freiburg;DE;;0761 475633;P;010;D;Guenther_Buehler@Freiburg.net;
100;00002056;Laura Meier;Frau;Raupelsweg 28;;60118;Mainz;DE;;06221 934 432;P;015;D;Laura_Meier@Mainz.net;
100;00002057;Johann Koslowski;Herr;Ausfallstr. 62;;11111;Berlin;DE;;030 72545675;P;000;D;Johann_Koslowski@Berlin.net;
100;00002058;Christoph Gueldenpfennig;Mr;31 Federal Avenue;;17844;Washington;US;;221 784 4478;P;005;E;Christoph_Gueldenpfennig@Washington.net;
100;00002059;Andreas Sessler;Herr;Hasnerstrasse 244;;4020;Linz;AT;;0732 652149;P;010;D;Andreas_Sessler@Linz.net;
100;00002060;Christine Detemple;Frau;Emil-Heckel-Str. 163;;68163;Mannheim;DE;;0621/812547;P;015;D;Christine_Detemple@Mannheim.net;
100;00002061;Anna Sudhoff;Frau;N7, 267;;68161;Mannheim;DE;;0621/25871;P;000;D;Anna_Sudhoff@Mannheim.net;
100;00002062;Ludwig Sommer;Herr;Wilhelminentr. 256;;64283;Darmstadt;DE;;06151 77372;P;005;D;Ludwig_Sommer@Darmstadt.net;
100;00002063;Chantal Pan;Mme;182 rue Nieuport;;78140;Vélizy;FR;;0134 63 1919;P;010;F;Chantal_Pan@Vélizy.net;
100;00002064;Theresia Miguel;Frau;Arndtstrasse 118;;71116;Gaertringen;DE;;07034 / 299934;P;015;D;Theresia_Miguel@Gaertringen.net;
100;00002065;James Heller;Herr;96 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;000;E;James_Heller@SanFrancisco.net;
100;00002066;Claire Prinz;Frau;Meerfeldstr. 215;;68163;Mannheim-Lindenhof;DE;;0049 621 8283279;P;005;D;Claire_Prinz@Mannheim-Lindenhof.net;
100;00002067;Fabio Dumbach;Mr.;Via Giulio Cesare 265;;00195;Roma;IT;;3452738785;P;010;I;Fabio_Dumbach@Roma.net;
100;00002068;Uli Kreiss;Frau;Franz-Marc-Str. 40;;70111;Reutlingen;DE;;0734 372509;P;015;D;Uli_Kreiss@Reutlingen.net;
100;00002069;Chantal Deichgraeber;Mme;68 rue Nieuport;;78140;Vélizy;FR;;0134 63 1919;P;000;F;Chantal_Deichgraeber@Vélizy.net;
100;00002070;Adam Madeira;Herr;Heidelberger Str. 281;;69483;Wald-Michelbach;DE;;06207 4138;P;005;D;Adam_Madeira@Wald-Michelbach.net;
100;00002071;Christine Weiss;Frau;Emil-Heckel-Str. 1;;68163;Mannheim;DE;;0621/812547;P;010;D;Christine_Weiss@Mannheim.net;
100;00002072;Allen Sisko;Mr.;74 Sagamore St.;;17758;N. Massapequa;US;;201-692-8128;P;015;E;Allen_Sisko@N.Massapequa.net;
100;00002073;Claire Columbo;Frau;Meerfeldstr. 274;;68163;Mannheim-Lindenhof;DE;;0049 621 8283279;P;000;D;Claire_Columbo@Mannheim-Lindenhof.net;
100;00002074;Hendrik Vrsic;Herr;Auf dem Huegel 140;;75757;Elsenz;DE;;07272 757575;P;005;D;Hendrik_Vrsic@Elsenz.net;
100;00002075;Amelie Lindwurm;Frau;Froschstr. 141;;68753;Amelie;DE;;07254 953350;P;010;D;Amelie_Lindwurm@Amelie.net;
100;00002076;Christine Koslowski;Frau;Emil-Heckel-Str. 270;;68163;Mannheim;DE;;0621/812547;P;015;D;Christine_Koslowski@Mannheim.net;
100;00002077;Amelie Koller;Frau;Froschstr. 206;;68753;Amelie;DE;;07254 953350;P;000;D;Amelie_Koller@Amelie.net;
100;00002078;Siegfried Barth;Herr;Schillerstr. 55;;15344;Strausberg;DE;;03342 365749;P;005;D;Siegfried_Barth@Strausberg.net;
100;00002079;Pierre Benjamin;M;201 route de Pégomas;;06130;Grasse;FR;;+33 2 72 69 00 32;P;010;F;Pierre_Benjamin@Grasse.net;
100;00002080;Peter Cesari;Herr;Karl-Marx-Allee 8;;16233;Potsdam;DE;;03224 78655;P;015;D;Peter_Cesari@Potsdam.net;
100;00002081;Achim Jeremias;Herr;Rankestr. 165;;76137;Karlsruhe;DE;;0721 37758;P;000;D;Achim_Jeremias@Karlsruhe.net;
100;00002082;Theresia Goelke;Frau;Arndtstrasse 72;;71116;Gaertringen;DE;;07034 / 299934;P;005;D;Theresia_Goelke@Gaertringen.net;
100;00002083;Kurt Heller;Dr.;Waldmann 224;;69207;Kurt;DE;;06221 922 053;P;010;D;Kurt_Heller@Kurt.net;
100;00002084;Claire D´Oultrement;Frau;Meerfeldstr. 168;;68163;Mannheim-Lindenhof;DE;;0049 621 8283279;P;015;D;Claire_D´Oultrement@Mannheim-Lindenhof.n;
100;00002085;Salvador Weiss;Sr.;53 Piedad;;41006;Sevilla;ES;;953345728;P;000;S;Salvador_Weiss@Sevilla.net;
100;00002086;Christoph Lindwurm;Mr;137 Federal Avenue;;17844;Washington;US;;221 784 4478;P;005;E;Christoph_Lindwurm@Washington.net;
100;00002087;Thilo Fischmann;Herr;Zwischergasse 214;;23496;Dielheim;DE;;1234 5678900386;P;010;D;Thilo_Fischmann@Dielheim.net;
100;00002088;Annemarie Martin;Frau;Stauboernchenstrasse 272;;67663;Kaiserslautern;DE;RHP;0631 2052399;P;015;D;Annemarie_Martin@Kaiserslautern.net;
100;00002089;Adam Wohl;Herr;Heidelberger Str. 83;;69483;Wald-Michelbach;DE;;06207 4138;P;000;D;Adam_Wohl@Wald-Michelbach.net;
100;00002090;Fabio Weiss;Mr.;Via Giulio Cesare 259;;00195;Roma;IT;;3452738785;P;005;I;Fabio_Weiss@Roma.net;
100;00002091;Jean-Luc Schneider;Herr;151 Rue Balzac;;75839;Paris;FR;;+33 10 3387 23428;P;010;F;Jean-Luc_Schneider@Paris.net;
100;00002092;Anna Sisko;Frau;Lerchenstr. 110;;86343;Koenigsbrunn;DE;;08912 44376;P;015;D;Anna_Sisko@Koenigsbrunn.net;
100;00002093;Claire Sommer;Frau;Meerfeldstr. 105;;68163;Mannheim-Lindenhof;DE;;0049 621 8283279;P;000;D;Claire_Sommer@Mannheim-Lindenhof.net;
100;00002094;Johannes Leisert;Herr;Leichhof 64;;55128;Mainz;DE;;06131 125627;P;005;D;Johannes_Leisert@Mainz.net;
100;00002095;Walter Buehler;Herr;Carl-Metz Strasse 255;;68163;Mannheim;DE;;0049 621 8282693;P;010;D;Walter_Buehler@Mannheim.net;
100;00002096;Guillermo Rahn;Mr.;119 Pza. Pablo Ruiz Picasso;;28020;Madrid;ES;;34914567200;P;015;S;Guillermo_Rahn@Madrid.net;
100;00002097;Ulla Fischmann;Frau;Gruenlingweg 77;;69180;Wiesloch;DE;;06222 12345;P;000;D;Ulla_Fischmann@Wiesloch.net;
100;00002098;Juan Illner;Sr.;263 Fuenlabrada;;28017;Madrid;ES;;914782397;P;005;S;Juan_Illner@Madrid.net;
100;00002099;Anneliese Prinz;Frau;Am Deich 106;;23056;Buxtehude;DE;;02033 897;P;010;D;Anneliese_Prinz@Buxtehude.net;
100;00002100;Lothar Pratt;Herr;Hauptstr. 45;;69180;Walldorf;DE;;06227 12345;P;015;D;Lothar_Pratt@Walldorf.net;
100;00002101;Carmel Gahl;Dr.;249 Oak Street;;07666;Teaneck;US;;973-331-3069;P;000;E;Carmel_Gahl@Teaneck.net;
100;00002102;Walter Meier;Herr;Carl-Metz Strasse 117;;68163;Mannheim;DE;;0049 621 8282693;P;005;D;Walter_Meier@Mannheim.net;
100;00002103;Hendrik Goelke;Herr;Auf dem Huegel 175;;75757;Elsenz;DE;;07272 757575;P;010;D;Hendrik_Goelke@Elsenz.net;
100;00002104;Marta Jacqmain;Sra.;70 Camelias;;08014;Barcelona;ES;;932374423;P;015;S;Marta_Jacqmain@Barcelona.net;
100;00002105;Claire Hoffen;Frau;Meerfeldstr. 279;;68163;Mannheim-Lindenhof;DE;;0049 621 8283279;P;000;D;Claire_Hoffen@Mannheim-Lindenhof.net;
100;00002106;Andrej Prinz;Herr;22 Poklukarjeva;;1000;Ljubljana;SI;;00386 61 277543;P;005;D;Andrej_Prinz@Ljubljana.net;
100;00002107;Georg Neubasler;Herr;Caspar-David-Friedrich-Str. 66;;69190;Walldorf;DE;;06227/57188;P;010;D;Georg_Neubasler@Walldorf.net;
100;00002108;Andreas Delon;Herr;Hasnerstrasse 237;;4020;Linz;AT;;0732 652149;P;015;D;Andreas_Delon@Linz.net;
100;00002109;Georg Montero;Herr;Caspar-David-Friedrich-Str. 15;;69190;Walldorf;DE;;06227/57188;P;000;D;Georg_Montero@Walldorf.net;
100;00002110;Uli Deichgraeber;Frau;Franz-Marc-Str. 278;;70111;Reutlingen;DE;;0734 372509;P;005;D;Uli_Deichgraeber@Reutlingen.net;
100;00002111;Irmtraut Marshall;Frau;Max-Planck-Str. 91;;63150;Heusenstamm;DE;;06104 554433;P;010;D;Irmtraut_Marshall@Heusenstamm.net;
100;00002112;Anna Lindwurm;Frau;Lerchenstr. 63;;86343;Koenigsbrunn;DE;;08912 44376;P;015;D;Anna_Lindwurm@Koenigsbrunn.net;
100;00002113;Matthias Gutenberg;Herr;Gartenstr. 113;;69123;Heidelberg;DE;;07254 6442;P;000;D;Matthias_Gutenberg@Heidelberg.net;
100;00002114;Carmel Schneider;Dr.;16 Oak Street;;07666;Teaneck;US;;973-331-3069;P;005;E;Carmel_Schneider@Teaneck.net;
100;00002115;Ida Eichbaum;Frau;Dudweilerstr. 3;;66386;St. Ingbert;DE;;06894 194285;P;010;D;Ida_Eichbaum@St.Ingbert.net;
100;00002116;Georg Legrand;Herr;Caspar-David-Friedrich-Str. 22;;69190;Walldorf;DE;;06227/57188;P;015;D;Georg_Legrand@Walldorf.net;
100;00002117;Walter Marshall;Herr;Carl-Metz Strasse 181;;68163;Mannheim;DE;;0049 621 8282693;P;000;D;Walter_Marshall@Mannheim.net;
100;00002118;Christoph Sisko;Mr;229 Federal Avenue;;17844;Washington;US;;221 784 4478;P;005;E;Christoph_Sisko@Washington.net;
100;00002119;Matthias Sudhoff;Herr;Gartenstr. 25;;69123;Heidelberg;DE;;07254 6442;P;010;D;Matthias_Sudhoff@Heidelberg.net;
100;00002120;Achim Babilon;Herr;Rankestr. 171;;76137;Karlsruhe;DE;;0721 37758;P;015;D;Achim_Babilon@Karlsruhe.net;
100;00002121;Peter Barth;Herr;Karl-Marx-Allee 111;;16233;Potsdam;DE;;03224 78655;P;000;D;Peter_Barth@Potsdam.net;
100;00002122;Lothar Illner;Herr;Stiftsbogen 251;;81375;Muenchen;DE;BAY;089 8828838;P;005;D;Lothar_Illner@Muenchen.net;
100;00002123;Achim Sudhoff;Herr;Rankestr. 23;;76137;Karlsruhe;DE;;0721 37758;P;010;D;Achim_Sudhoff@Karlsruhe.net;
100;00002124;Mathilde Domenech;Frau;Erlengrund 238;;68789;St. Leon-Rot;DE;;06227 13813;P;015;D;Mathilde_Domenech@St.Leon-Rot.net;
100;00002125;Juan Benjamin;Sr.;11 Fuenlabrada;;28017;Madrid;ES;;914782397;P;000;S;Juan_Benjamin@Madrid.net;
100;00002126;Anneliese Moyano;Frau;Am Deich 59;;23056;Buxtehude;DE;;02033 897;P;005;D;Anneliese_Moyano@Buxtehude.net;
100;00002127;Irmtraut Sessler;Frau;Max-Planck-Str. 212;;63150;Heusenstamm;DE;;06104 554433;P;010;D;Irmtraut_Sessler@Heusenstamm.net;
100;00002128;Chantal Mechler;Mme;36 rue Nieuport;;78140;Vélizy;FR;;0134 63 1919;P;015;F;Chantal_Mechler@Vélizy.net;
100;00002129;Lee D´Oultrement;Mr.;203 17th St.;;09765;Boulder;US;;516-865-1547;P;000;E;Lee_D´Oultrement@Boulder.net;
100;00002130;Anne-Marie Deichgraeber;Frau;Marktplatz 192;;90419;Nuernberg;DE;Bay;0911 584 365;P;005;D;Anne-Marie_Deichgraeber@Nuernberg.net;
100;00002131;Christoph Heller;Mr;199 Federal Avenue;;17844;Washington;US;;221 784 4478;P;010;E;Christoph_Heller@Washington.net;
100;00002132;Ruth Henry;Frau;Melissenstr. 20;;41466;Neuss;DE;;02131 465750;P;015;D;Ruth_Henry@Neuss.net;
100;00002133;Anna Zimmermann;Frau;N7, 148;;68161;Mannheim;DE;;0621/25871;P;000;D;Anna_Zimmermann@Mannheim.net;
100;00002134;Simon Moyano;M;rue de Moillebeau 232;;1211;Genève;CH;;+41 22 730 4003;P;005;F;Simon_Moyano@Genève.net;
100;00002135;Anneliese Mechler;Frau;Am Deich 128;;23056;Buxtehude;DE;;02033 897;P;010;D;Anneliese_Mechler@Buxtehude.net;
100;00002136;Friedrich Schneider;Herr;Friedensallee 241;;63263;Neu-Isenburg;DE;;06227 12345;P;015;D;Friedrich_Schneider@Neu-Isenburg.net;
100;00002137;Georg Picard;Herr;Caspar-David-Friedrich-Str. 14;;69190;Walldorf;DE;;06227/57188;P;000;D;Georg_Picard@Walldorf.net;
100;00002138;Allen Koller;Mr.;73 Sagamore St.;;17758;N. Massapequa;US;;201-692-8128;P;005;E;Allen_Koller@N.Massapequa.net;
100;00002139;Andreas Hunter;Herr;Hasnerstrasse 79;;4020;Linz;AT;;0732 652149;P;010;D;Andreas_Hunter@Linz.net;
100;00002140;Adam Martin;Herr;Heidelberger Str. 219;;69483;Wald-Michelbach;DE;;06207 4138;P;015;D;Adam_Martin@Wald-Michelbach.net;
100;00002141;Johannes Wohl;Herr;Leichhof 87;;55128;Mainz;DE;;06131 125627;P;000;D;Johannes_Wohl@Mainz.net;
100;00002142;Uli Trensch;Frau;Franz-Marc-Str. 30;;70111;Reutlingen;DE;;0734 372509;P;005;D;Uli_Trensch@Reutlingen.net;
100;00002143;Friedrich Matthaeus;Herr;Friedensallee 185;;63263;Neu-Isenburg;DE;;06227 12345;P;010;D;Friedrich_Matthaeus@Neu-Isenburg.net;
100;00002144;Stephen Domenech;Herr;Arionweg 227;;68723;Schwetzingen;DE;;06202 12345;P;015;D;Stephen_Domenech@Schwetzingen.net;
100;00002145;Johannes Gahl;Herr;Leichhof 133;;55128;Mainz;DE;;06131 125627;P;000;D;Johannes_Gahl@Mainz.net;
100;00002146;Sophie Moyano;Frau;Mutterstadter Str. 43;;67105;Schifferstadt;DE;;0049 6235 93317;P;005;D;Sophie_Moyano@Schifferstadt.net;
100;00002147;James Goelke;Herr;190 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;010;E;James_Goelke@SanFrancisco.net;
100;00002148;Kurt Trensch;Dr.;Waldmann 57;;69207;Kurt;DE;;06221 922 053;P;015;D;Kurt_Trensch@Kurt.net;
100;00002149;Fabio Martin;Mr.;Via Giulio Cesare 61;;00195;Roma;IT;;3452738785;P;000;I;Fabio_Martin@Roma.net;
100;00002150;Andrej Hoffen;Herr;213 Poklukarjeva;;1000;Ljubljana;SI;;00386 61 277543;P;005;D;Andrej_Hoffen@Ljubljana.net;
100;00002151;Christoph Moyano;Mr;6 Federal Avenue;;17844;Washington;US;;221 784 4478;P;010;E;Christoph_Moyano@Washington.net;
100;00002152;Jean Buchholm;M;221 rue Voltaire;;B - 1030;Bruxelles;BE;;+32 2 202 1638;P;015;F;Jean_Buchholm@Bruxelles.net;
100;00002153;Jean Leisert;M;247 rue Voltaire;;B - 1030;Bruxelles;BE;;+32 2 202 1638;P;000;F;Jean_Leisert@Bruxelles.net;
100;00002154;Andreas Zimmermann;Herr;Hasnerstrasse 54;;4020;Linz;AT;;0732 652149;P;005;D;Andreas_Zimmermann@Linz.net;
100;00002155;Christoph Jacqmain;Mr;15 Federal Avenue;;17844;Washington;US;;221 784 4478;P;010;E;Christoph_Jacqmain@Washington.net;
100;00002156;Walter Rahn;Herr;Carl-Metz Strasse 248;;68163;Mannheim;DE;;0049 621 8282693;P;015;D;Walter_Rahn@Mannheim.net;
100;00002157;Achim Pan;Herr;Rankestr. 102;;76137;Karlsruhe;DE;;0721 37758;P;000;D;Achim_Pan@Karlsruhe.net;
100;00002158;Johannes Gueldenpfennig;Herr;Leichhof 27;;55128;Mainz;DE;;06131 125627;P;005;D;Johannes_Gueldenpfennig@Mainz.net;
100;00002159;Cindy Montero;Mrs;193 Windstone Drive;;76018;Arlington;US;TX;817 472 1902;P;010;E;Cindy_Montero@Arlington.net;
100;00002160;Holm Benz;Herr;Muehltalstr. 225;;69121;Heidelberg;DE;;06221 54321;P;015;D;Holm_Benz@Heidelberg.net;
100;00002161;Jean-Luc Gueldenpfennig;Herr;76 Rue Balzac;;75839;Paris;FR;;+33 10 3387 23428;P;000;F;Jean-Luc_Gueldenpfennig@Paris.net;
100;00002162;Walter Hansmann;Herr;Carl-Metz Strasse 208;;68163;Mannheim;DE;;0049 621 8282693;P;005;D;Walter_Hansmann@Mannheim.net;
100;00002163;August Hunter;Herr;Alte Reichsstr. 101;;66464;Homburg;DE;;06841 53232;P;010;D;August_Hunter@Homburg.net;
100;00002164;James Barth;Herr;58 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;015;E;James_Barth@SanFrancisco.net;
100;00002165;Uli Miguel;Frau;Franz-Marc-Str. 149;;70111;Reutlingen;DE;;0734 372509;P;000;D;Uli_Miguel@Reutlingen.net;
100;00002166;Anneliese Cesari;Frau;Am Deich 180;;23056;Buxtehude;DE;;02033 897;P;005;D;Anneliese_Cesari@Buxtehude.net;
100;00002167;Pierre Neubasler;M;115 route de Pégomas;;06130;Grasse;FR;;+33 2 72 69 00 32;P;010;F;Pierre_Neubasler@Grasse.net;
100;00002168;Peter Montero;Herr;Karl-Marx-Allee 195;;16233;Potsdam;DE;;03224 78655;P;015;D;Peter_Montero@Potsdam.net;
100;00002169;Matthias Kreiss;Herr;Gartenstr. 207;;69123;Heidelberg;DE;;07254 6442;P;000;D;Matthias_Kreiss@Heidelberg.net;
100;00002170;Anneliese Kramer;Frau;Am Deich 80;;23056;Buxtehude;DE;;02033 897;P;005;D;Anneliese_Kramer@Buxtehude.net;
100;00002171;Horst Heller;Herr;Elzstrasse 230;;79312;Emmendingen;DE;;07641 927813;P;010;D;Horst_Heller@Emmendingen.net;
100;00002172;Johann Matthaeus;Herr;Ausfallstr. 52;;11111;Berlin;DE;;030 72545675;P;015;D;Johann_Matthaeus@Berlin.net;
100;00002173;Illya Koller;Herr;Im Warmet 2;;69231;Rauenberg;DE;;0800 700707;P;000;D;Illya_Koller@Rauenberg.net;
100;00002174;Siegfried Neubasler;Herr;Schillerstr. 183;;15344;Strausberg;DE;;03342 365749;P;005;D;Siegfried_Neubasler@Strausberg.net;
100;00002175;Annemarie Jeremias;Frau;Stauboernchenstrasse 14;;67663;Kaiserslautern;DE;RHP;0631 2052399;P;010;D;Annemarie_Jeremias@Kaiserslautern.net;
100;00002176;Ludwig Buehler;Herr;Wilhelminentr. 277;;64283;Darmstadt;DE;;06151 77372;P;015;D;Ludwig_Buehler@Darmstadt.net;
100;00002177;Chantal Rahn;Mme;273 rue Nieuport;;78140;Vélizy;FR;;0134 63 1919;P;000;F;Chantal_Rahn@Vélizy.net;
100;00002178;Sophie Kirk;Frau;Mutterstadter Str. 112;;67105;Schifferstadt;DE;;0049 6235 93317;P;005;D;Sophie_Kirk@Schifferstadt.net;
100;00002179;Juan Sommer;Sr.;268 Fuenlabrada;;28017;Madrid;ES;;914782397;P;010;S;Juan_Sommer@Madrid.net;
100;00002180;Astrid Barth;Frau;Karl-Schwaner-Str. 78;;68219;Mannheim;DE;;0621 801740;P;015;D;Astrid_Barth@Mannheim.net;
100;00002181;Holm Babilon;Herr;Muehltalstr. 200;;69121;Heidelberg;DE;;06221 54321;P;000;D;Holm_Babilon@Heidelberg.net;
100;00002182;Claire Sisko;Frau;Meerfeldstr. 71;;68163;Mannheim-Lindenhof;DE;;0049 621 8283279;P;005;D;Claire_Sisko@Mannheim-Lindenhof.net;
100;00002183;Matthias Meier;Herr;Gartenstr. 108;;69123;Heidelberg;DE;;07254 6442;P;010;D;Matthias_Meier@Heidelberg.net;
100;00002184;Annemarie Dumbach;Frau;Stauboernchenstrasse 167;;67663;Kaiserslautern;DE;RHP;0631 2052399;P;015;D;Annemarie_Dumbach@Kaiserslautern.net;
100;00002185;Amelie Matthaeus;Frau;Froschstr. 233;;68753;Amelie;DE;;07254 953350;P;000;D;Amelie_Matthaeus@Amelie.net;
100;00002186;Jean-Luc Marshall;Herr;139 Rue Balzac;;75839;Paris;FR;;+33 10 3387 23428;P;005;F;Jean-Luc_Marshall@Paris.net;
100;00002187;August Hoffen;Herr;Alte Reichsstr. 202;;66464;Homburg;DE;;06841 53232;P;010;D;August_Hoffen@Homburg.net;
